date,gdp_growth,policy_index,inflation,trend
2010-01-01,0.0,0.0,0.0,0
2010-02-01,0.9791633956865712,-1.1136460270603061,0.7674747625028107,1
2010-03-01,1.3997114622774154,-1.872659705160305,1.158331105658495,2
2010-04-01,1.151771628474997,-0.31998625784258117,0.3931017446520641,3
2010-05-01,1.8315406201643127,-1.9213025379483697,0.48471545068551347,4
2010-06-01,-0.5068024644228586,-1.591353475261485,0.026714768410011025,5
2010-07-01,0.07231527675262606,-0.3059344457411478,0.15416871380245065,6
2010-08-01,-0.004030637028821046,-0.18079926972609583,-1.0679531074165038,7
2010-09-01,-0.8704651947698194,-1.618910854297566,-0.7342161087454825,8
2010-10-01,-1.0113706885549547,-1.1218691720139935,1.877072242429433,9
2010-11-01,0.1812555651707164,-1.1280932266616541,-1.1100415709521982,10
2010-12-01,-0.029960868732209434,-0.030137140787659944,-0.7291378588508863,11
2011-01-01,0.49971148025410855,0.8877951536750364,-1.062834314885512,12
2011-02-01,0.22736339944935008,1.0264456568354217,-0.49841302638879265,13
2011-03-01,1.5712797829690313,1.2395410491591956,-0.5433202132779156,14
2011-04-01,0.9150398198510947,3.4259175447616848,-0.011919374709033759,15
2011-05-01,2.7169736341987427,1.142435041326876,0.36060378210291477,16
2011-06-01,1.8455560708345817,1.7861271839284436,-1.6688026178717923,17
2011-07-01,1.5239734791539725,0.19970502611516627,-0.34632975680086386,18
2011-08-01,1.4299234646762722,1.5501483591892895,0.8090571615260554,19
2011-09-01,0.8043288737693048,0.6251140380891305,0.5934900317503394,20
2011-10-01,0.965379072570795,2.015474166044363,-0.8852162338956269,21
2011-11-01,0.7858569224249936,1.7720174474388584,-0.32304250469166906,22
2011-12-01,1.1135950436890578,-0.36267485134794475,0.8790533527846118,23
2012-01-01,1.6394205997013647,1.0893167241917463,0.6522209219724062,24
2012-02-01,2.262782539472836,0.819981507404642,0.9029469891566415,25
2012-03-01,1.707392688405281,0.45000283820838727,-0.9158761014862151,26
2012-04-01,0.6536987635811068,0.39523691875303907,0.03964243266248568,27
2012-05-01,1.1286772226559607,-0.5020768238255906,-0.5767620188133955,28
2012-06-01,-0.21115858154478995,-1.4855186547896233,-0.6899853556137744,29
2012-07-01,0.04426754967998081,-1.2402597108823497,1.4665394161871206,30
2012-08-01,-0.870351896051564,-0.5399610157477489,-0.022459904704823896,31
2012-09-01,-1.2235962508820073,-0.0031082876333136666,-0.15474393601680575,32
2012-10-01,-0.2780138389953684,-1.1930407196444826,1.369276608718543,33
2012-11-01,-0.8799462189906324,-0.8895543150711593,1.6728962443014233,34
2012-12-01,-1.9605803657943732,0.872838287949473,1.745005054632121,35
2013-01-01,-0.5523373268984311,0.8786301395627245,0.5367874407286983,36
2013-02-01,0.032921658151277275,1.6534686522080884,0.009180642018981056,37
2013-03-01,0.833574340948867,1.0607186068035706,0.7078621098467424,38
2013-04-01,0.3537205700255022,1.3028495848492068,-0.36497658929254273,39
2013-05-01,1.4120160410946379,-0.5973422047071624,-1.2839725193875675,40
2013-06-01,-0.1327386519334034,-0.2519129114586858,-0.13806058443595715,41
2013-07-01,-1.2212241879633297,0.3513490693635962,-0.22277983332200252,42
2013-08-01,-1.7834289220099384,0.8283232801002756,-1.0606996437949057,43
2013-09-01,-1.9064095547565543,-0.21776672325890434,-0.08418657082004952,44
2013-10-01,-2.3160984627201486,-0.9061574981768942,0.8121479710507522,45
2013-11-01,-0.023131461859905444,-0.7052703285101891,1.5038873452804493,46
2013-12-01,0.48241208568214744,-0.13575337522588182,1.9695313771920777,47
2014-01-01,-0.626640819397968,1.6794692441291816,0.8404563425326577,48
2014-02-01,-0.31527223032513657,2.69151073384717,-0.12706387554342619,49
2014-03-01,1.2284144190786281,1.5622334912397289,0.40895146863115295,50
2014-04-01,-0.04052501418147769,0.9456465197125634,-0.19580438111960075,51
2014-05-01,0.9320776088666851,-0.051312747824801774,0.05433053085583754,52
2014-06-01,0.19268563167830988,-0.8301581789317471,1.0015823780528446,53
2014-07-01,0.5945896507729982,-0.8696137613491578,0.7737132569899017,54
2014-08-01,-0.5528630924610078,-0.10008308069787886,-0.01730112000801004,55
2014-09-01,-0.9317614775735836,-0.4835408544798969,-0.3277418243568092,56
2014-10-01,-2.7359419518566734,-1.3846514836452715,-1.1502491390746912,57
2014-11-01,-1.6546481895357816,0.11305170091072347,-1.6939021523064606,58
2014-12-01,-0.4002186509641967,0.4107314613698584,-0.2764379920740697,59
2015-01-01,-0.1955102703918547,0.25417254877374984,0.17482408014921452,60
2015-02-01,1.0839818247995447,0.9548552830636281,0.6523227755889184,61
2015-03-01,1.155061361940479,1.6183798305827208,-1.3788931998172136,62
2015-04-01,0.49072808613749286,3.494665429178869,0.09362861814299206,63
2015-05-01,0.520563313052173,1.4739392960887898,-0.16610986757199958,64
2015-06-01,0.46160517550856006,1.4558334728918672,0.5553317531042332,65
2015-07-01,0.6908883450723463,1.275749165639927,0.9604219677643118,66
2015-08-01,-0.13606796475353689,1.0352048193296153,-0.07135842882860294,67
2015-09-01,-1.466585821597654,-0.8723647967365773,1.3830832923929106,68
2015-10-01,-1.1196650234978347,0.29574493689184267,0.8732258450548206,69
2015-11-01,-2.2668072221993674,-1.337570799105069,2.7693549780349334,70
2015-12-01,-2.915156716784771,-0.24144285587185133,1.697472843581071,71
2016-01-01,-0.8759403727700542,1.4684082645999994,1.6898671241495142,72
2016-02-01,1.0050009853633939,-0.542783147363394,1.7925481112057868,73
2016-03-01,-0.1314967306973337,0.5339645412456601,0.25254819652342403,74
2016-04-01,-0.06817979609316276,-0.3431874606922791,-0.8432345469816316,75
2016-05-01,-0.6741123344165871,-0.8370489952457894,1.3045649500474465,76
2016-06-01,-0.21935092787059962,-1.3626386878399424,0.42985513269838627,77
2016-07-01,-1.789911231001792,-0.8382624662480676,0.31134662591434387,78
2016-08-01,-2.7336546554068244,-1.7411789338876704,-0.38685441408611704,79
2016-09-01,-2.369525784012154,-0.690476807558566,2.0364723330733434,80
2016-10-01,-1.9595832682797087,0.23633426367547739,1.1858142539433916,81
2016-11-01,-1.460026138947173,-1.9089047575524445,0.49245488821322575,82
2016-12-01,-0.9843907908777318,-2.1932743368752154,0.19921311762951535,83
2017-01-01,-1.0585815955817515,-2.026860371665809,2.147726019576505,84
2017-02-01,-0.5814441858872169,-2.246813100723909,-0.08540757791015585,85
2017-03-01,-1.4188578840300126,-1.0962239214807874,-0.04686851910718404,86
2017-04-01,-0.5779798346431573,-1.8900644753352167,1.9400799921458247,87
2017-05-01,-2.844395953233068,-2.862580285248008,1.045396193742191,88
2017-06-01,-2.1031584946393003,-1.2523318828066445,0.12286676470604119,89
2017-07-01,-1.0215284562701328,-0.7422486354709188,0.16722164932036465,90
2017-08-01,-0.8228521154441041,-0.4400302125300302,-0.6663804562239692,91
